GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PUMA5A,NAME_E,IXME001,IXME002,IXME003,IXME004,IXME005,IXME006,IXME007,IXME008,IXME009,IXME010,IXME011,IXME012,IXME013,IXME014,IXME015,IXME016,IXME017,IXME018,IXME019,IXME020,IXME021,IXME022,IXME023,IXME024,IXME025,IX2E001,IX2E002,IX2E003,IX2E004,IX2E005,IX2E006,IX2E007,IX2E008,IX2E009,IX2E010,IX2E011,IX2E012,IX2E013,I6IE001,NAME_M,IXMM001,IXMM002,IXMM003,IXMM004,IXMM005,IXMM006,IXMM007,IXMM008,IXMM009,IXMM010,IXMM011,IXMM012,IXMM013,IXMM014,IXMM015,IXMM016,IXMM017,IXMM018,IXMM019,IXMM020,IXMM021,IXMM022,IXMM023,IXMM024,IXMM025,IX2M001,IX2M002,IX2M003,IX2M004,IX2M005,IX2M006,IX2M007,IX2M008,IX2M009,IX2M010,IX2M011,IX2M012,IX2M013,I6IM001
"G1301390","2010",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,"Hall County, Georgia",112990,976,0,0,0,781,184,350,499,4182,1687,2639,3518,2222,3402,2096,29924,7350,6839,14740,5039,15128,7346,2571,1517,165992,125357,37094,421,331,0,350,0,88,1808,0,41,502,21642,"Hall County, Georgia",504,524,300,300,300,462,199,425,390,1527,754,869,1134,675,977,815,2763,1715,1397,2196,1078,2062,1473,854,620,618,2664,2384,291,250,300,337,300,161,691,300,66,514,1433
"G1301510","2010",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,"Henry County, Georgia",128825,821,0,0,0,391,0,0,0,573,1093,938,2287,1971,3931,2248,34955,6114,9586,20887,11460,22096,6963,2015,496,191385,171827,9114,2214,1103,111,3413,101,853,587,259,1345,458,23894,"Henry County, Georgia",655,614,300,300,300,446,300,300,300,511,712,598,738,891,1306,824,3841,1378,1919,2514,1892,2831,1273,912,326,310,2156,1307,1402,631,139,1654,169,799,535,438,1061,353,1036
"G1301530","2010",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,"Houston County, Georgia",89476,720,0,38,0,0,142,0,270,135,497,457,834,3955,3374,1300,20927,4737,8117,17756,8081,12181,4458,998,499,,,,,,,,,,,,,,23812,"Houston County, Georgia",1065,453,300,62,300,300,229,300,291,165,459,261,422,1150,1171,836,2572,1117,1267,2391,1350,1741,965,474,376,,,,,,,,,,,,,,1255
"G1301850","2010",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,"Lowndes County, Georgia",63576,867,25,0,0,235,90,0,133,393,531,373,1686,2418,2723,1272,16928,3333,3565,10588,4382,9431,3141,728,734,,,,,,,,,,,,,,17940,"Lowndes County, Georgia",500,416,47,300,300,255,160,300,157,286,296,254,830,952,873,523,2174,888,815,1529,933,1569,838,398,379,,,,,,,,,,,,,,1260
"G1302150","2010",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,"Muscogee County, Georgia",118424,1685,0,48,0,0,0,41,143,1173,677,2023,2481,3998,3865,2835,27941,7601,9233,22109,7385,15397,7119,1966,704,176353,158959,8426,1351,2004,76,1371,954,268,64,356,1636,888,21524,"Muscogee County, Georgia",947,507,300,83,300,300,300,68,165,540,408,728,752,1121,1026,1105,2288,1267,1660,2067,1251,1785,1203,533,418,233,2069,1194,851,740,90,744,614,286,107,396,752,831,1703
"G1302170","2010",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,"Newton County, Georgia",62439,588,0,0,0,75,504,39,0,225,680,810,926,2454,1047,1393,16624,3867,5578,11420,4399,7622,2742,1229,217,,,,,,,,,,,,,,19876,"Newton County, Georgia",692,369,300,300,300,115,398,64,300,196,426,502,485,981,467,651,2089,974,1032,1600,1130,1638,868,526,170,,,,,,,,,,,,,,1367
"G1302230","2010",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,"Paulding County, Georgia",88327,621,0,0,0,0,300,161,176,656,473,657,2189,3041,3627,1615,24870,5179,5804,14495,6290,12533,4549,936,155,131705,123567,5321,892,225,240,170,681,0,72,60,97,380,22984,"Paulding County, Georgia",649,465,300,300,300,300,405,232,238,483,252,338,813,1127,1357,684,2821,1152,1136,1779,1292,1810,1009,472,149,363,1576,1102,550,256,189,173,486,300,126,112,123,367,974
"G1302450","2010",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,"Richmond County, Georgia",126788,2322,0,0,81,192,420,346,37,849,1038,2204,2123,4458,2551,2492,31728,6064,6923,23715,11810,17520,6273,2340,1302,185527,175997,3956,280,1575,346,576,741,140,109,271,690,846,20234,"Richmond County, Georgia",784,1178,300,300,98,302,417,244,59,558,475,690,721,992,828,755,2508,1294,1266,3101,1966,2461,1656,773,596,716,2259,1594,269,1050,331,405,564,176,133,253,683,618,1115
"G1302470","2010",,,"Georgia","13","Rockdale County","247",,,,,,,,,,,,,,,,,"Rockdale County, Georgia",54126,447,0,0,0,48,140,69,715,1112,376,708,692,1514,1031,1064,11669,2647,3345,11049,3738,9317,2538,1669,238,,,,,,,,,,,,,,24297,"Rockdale County, Georgia",1313,299,300,300,300,85,168,112,433,831,299,424,430,639,577,637,1630,942,910,1791,1262,1704,795,747,229,,,,,,,,,,,,,,1721
"G1302850","2010",,,"Georgia","13","Troup County","285",,,,,,,,,,,,,,,,,"Troup County, Georgia",42009,482,0,0,52,61,38,160,0,574,466,796,1336,2244,1613,625,11509,3525,2292,5978,2311,5125,2173,594,55,,,,,,,,,,,,,,19441,"Troup County, Georgia",558,333,300,300,97,113,64,186,300,284,313,534,576,756,638,379,1328,978,765,1230,794,1112,884,366,98,,,,,,,,,,,,,,1484
"G1302950","2010",,,"Georgia","13","Walker County","295",,,,,,,,,,,,,,,,,"Walker County, Georgia",46995,453,0,0,0,0,217,40,0,309,188,583,2783,1335,2487,707,13406,4080,3104,8512,1853,5139,1397,174,228,,,,,,,,,,,,,,18405,"Walker County, Georgia",440,296,300,300,300,300,208,66,300,291,185,469,967,511,852,381,1694,954,847,1501,713,1200,644,124,147,,,,,,,,,,,,,,1387
"G1302970","2010",,,"Georgia","13","Walton County","297",,,,,,,,,,,,,,,,,"Walton County, Georgia",54324,589,0,0,0,86,84,151,281,566,303,1348,817,2150,2412,435,14425,4595,3639,9152,4475,6510,1528,515,263,,,,,,,,,,,,,,21414,"Walton County, Georgia",669,344,300,300,300,127,124,248,311,475,219,620,467,785,1070,292,2006,1359,1148,1595,1348,1310,540,318,274,,,,,,,,,,,,,,1460
"G1303130","2010",,,"Georgia","13","Whitfield County","313",,,,,,,,,,,,,,,,,"Whitfield County, Georgia",64090,1915,0,0,265,42,436,654,868,1968,1189,2069,3549,3066,3899,950,13923,5244,3107,8178,2921,6522,2347,703,275,,,,,,,,,,,,,,18708,"Whitfield County, Georgia",432,819,300,300,271,66,275,543,642,982,635,801,1188,910,1136,519,2091,1125,888,1907,965,1281,877,383,222,,,,,,,,,,,,,,1739
"G1500010","2010",,,"Hawaii","15","Hawaii County","001",,,,,,,,,,,,,,,,,"Hawaii County, Hawaii",127165,652,0,0,149,108,47,100,441,1306,699,862,1765,2332,2276,1683,39385,3593,5399,21614,13207,20775,7738,1587,1447,173666,140709,4764,711,1594,562,1413,323,475,169,3072,19550,324,22713,"Hawaii County, Hawaii",569,320,275,275,117,177,81,120,262,737,577,477,737,940,810,686,2990,1033,1436,2413,2055,2391,1652,525,510,183,3890,1606,472,838,461,990,298,436,276,1141,3204,318,1192
"G1500030","2010",,,"Hawaii","15","Honolulu County","003",,,,,,,,,,,,,,,,,"Honolulu County, Hawaii",645808,8629,78,0,593,555,1737,2413,1968,9901,2224,5939,7602,6767,8511,8037,159292,15105,34024,107552,59030,136981,43797,15374,9699,894783,637611,17945,4396,4367,1572,3061,18588,29956,8480,42102,125339,1366,28629,"Honolulu County, Hawaii",654,1493,129,275,320,299,760,830,725,2156,669,1274,1525,1362,1580,1336,6337,1965,2857,4759,3864,5013,2938,2224,1666,225,12465,2822,1754,1256,1080,995,3972,4549,2509,5147,11235,874,578
"G1500070","2010",,,"Hawaii","15","Kauai County","007",,,,,,,,,,,,,,,,,"Kauai County, Hawaii",46808,214,0,55,0,59,80,306,128,423,38,812,152,480,633,1344,12625,1240,2816,10486,5463,7422,1148,801,83,62978,50783,1331,547,90,221,588,120,34,0,2910,6204,150,24774,"Kauai County, Hawaii",800,165,275,72,275,99,93,313,127,290,50,476,132,302,280,826,1499,622,761,1585,1120,1243,528,333,110,333,1738,706,411,108,262,395,137,62,275,1029,1524,169,2078
"G1500090","2010",,,"Hawaii","15","Maui County","009",,,,,,,,,,,,,,,,,"Maui County, Hawaii",107103,863,0,0,119,61,17,112,289,1469,17,1087,1300,1917,2146,2093,30854,3158,6859,20087,7945,19186,4710,1856,958,145457,117209,2089,860,733,156,1744,504,521,47,5531,15864,199,27767,"Maui County, Hawaii",836,508,275,275,154,63,29,139,225,612,28,421,589,843,771,733,2952,925,1397,2221,1677,2573,1280,614,481,639,3777,1176,626,539,148,698,459,624,78,2407,2844,192,1993
"G1600010","2010",,,"Idaho","16","Ada County","001",,,,,,,,,,,,,,,,,"Ada County, Idaho",254213,1816,0,0,0,0,0,418,304,965,230,1462,2116,3830,4504,3048,46366,11273,19846,50179,19835,59528,19092,6447,2954,365923,335066,14754,1081,1536,4371,1362,420,1440,940,143,3717,1093,25449,"Ada County, Idaho",969,673,267,267,267,267,267,400,334,599,216,547,768,1142,1310,937,3286,1513,2020,3537,1947,3544,2168,1048,844,426,3365,2202,538,1143,2031,758,419,862,642,170,1377,673,875
"G1600050","2010",,,"Idaho","16","Bannock County","005",,,,,,,,,,,,,,,,,"Bannock County, Idaho",50328,276,0,0,0,0,0,52,0,30,131,182,1211,1193,670,838,10737,2516,4039,10234,4558,9693,2302,928,738,,,,,,,,,,,,,,20005,"Bannock County, Idaho",767,226,267,267,267,267,267,87,267,48,131,160,754,612,300,602,1439,738,877,1417,955,1194,631,410,393,,,,,,,,,,,,,,1550
"G1600190","2010",,,"Idaho","16","Bonneville County","019",,,,,,,,,,,,,,,,,"Bonneville County, Idaho",62569,721,0,0,0,75,147,68,263,685,0,277,1467,641,944,1437,13385,3702,5384,11079,6704,10600,3130,895,965,,,,,,,,,,,,,,20837,"Bonneville County, Idaho",723,421,267,267,267,114,242,118,294,546,267,216,823,421,464,597,1610,1061,978,1427,1421,1751,827,419,427,,,,,,,,,,,,,,1067
"G1600270","2010",,,"Idaho","16","Canyon County","027",,,,,,,,,,,,,,,,,"Canyon County, Idaho",113001,2247,0,0,34,217,646,391,244,1604,793,1883,2613,3922,3406,2211,25741,8233,9822,20259,9466,13044,4063,855,1307,,,,,,,,,,,,,,18213,"Canyon County, Idaho",957,771,267,267,56,207,369,233,192,784,528,536,888,1255,1071,779,2416,1749,1621,2134,1407,1618,913,358,629,,,,,,,,,,,,,,1352
"G1600550","2010",,,"Idaho","16","Kootenai County","055",,,,,,,,,,,,,,,,,"Kootenai County, Idaho",93104,563,0,0,0,0,0,0,0,407,85,847,1188,1886,2104,950,23292,4440,10052,17494,8485,13480,4861,2260,710,,,,,,,,,,,,,,22652,"Kootenai County, Idaho",508,390,267,267,267,267,267,267,267,446,140,519,651,663,841,432,2184,1071,1630,2166,1406,1696,1268,842,541,,,,,,,,,,,,,,1824
"G1600830","2010",,,"Idaho","16","Twin Falls County","083",,,,,,,,,,,,,,,,,"Twin Falls County, Idaho",49340,780,18,0,0,272,0,155,54,807,71,1499,985,1376,1373,883,12605,1851,4605,9717,4065,5815,1639,446,324,,,,,,,,,,,,,,18994,"Twin Falls County, Idaho",1193,479,31,267,267,382,267,252,62,531,91,645,533,689,719,354,1660,622,1006,1469,1039,974,512,311,255,,,,,,,,,,,,,,1062
"G1700010","2010",,,"Illinois","17","Adams County","001",,,,,,,,,,,,,,,,,"Adams County, Illinois",45522,229,0,0,0,0,0,0,235,151,162,722,252,1166,1390,982,14944,2596,3454,7294,3285,6277,1883,222,278,,,,,,,,,,,,,,23708,"Adams County, Illinois",294,220,267,267,267,267,267,267,165,211,188,341,137,463,575,698,1482,715,788,1205,732,1159,607,182,265,,,,,,,,,,,,,,1761
"G1700190","2010",,,"Illinois","17","Champaign County","019",,,,,,,,,,,,,,,,,"Champaign County, Illinois",112754,673,0,0,50,97,59,0,312,1067,108,578,838,1577,2447,1589,21273,3793,6532,16629,8964,23221,14422,2837,5688,189601,158749,9154,726,1436,1405,3795,4106,5164,1652,684,1845,885,25017,"Champaign County, Illinois",3326,519,267,267,82,113,86,267,221,730,110,300,519,683,797,480,2581,875,1113,2360,1221,2402,2084,811,1383,169,2354,1276,376,630,1040,1281,1110,1859,1014,500,582,564,1642
"G1700310","2010",,,"Illinois","17","Cook County","031",,,,,,,,,,,,,,,,,"Cook County, Illinois",3454855,54374,475,442,1946,6937,15797,11093,12749,82367,16919,66984,55167,73542,82131,75260,754953,93138,177427,494047,208028,714970,319249,91519,45341,4858870,3199473,985171,21388,20752,217224,155572,27307,54969,14720,45922,37995,78377,27839,"Cook County, Illinois",679,4181,411,352,640,1607,2578,1808,2046,5584,2538,5254,4728,4731,5430,4423,13934,4925,7845,9494,7972,12658,7569,4053,2712,388,16466,10822,3591,2721,11199,10684,3846,6543,3477,6315,4868,7303,286
"G1700370","2010",,,"Illinois","17","DeKalb County","037",,,,,,,,,,,,,,,,,"DeKalb County, Illinois",60287,179,0,0,75,0,141,0,124,1073,276,525,535,967,294,1289,15010,1874,4481,10100,5029,12395,4593,515,812,99532,86082,8333,50,255,1059,2313,101,565,43,84,436,211,22258,"DeKalb County, Illinois",1270,187,267,267,112,267,147,267,151,960,299,301,331,577,204,616,1584,739,898,1563,1061,1722,1026,428,381,446,2135,1266,86,191,659,1686,179,584,82,122,362,224,1122
"G1700430","2010",,,"Illinois","17","DuPage County","043",,,,,,,,,,,,,,,,,"DuPage County, Illinois",613512,6428,0,43,158,304,1899,1118,1068,4985,1882,4330,5048,6873,6731,9761,109786,11662,37169,81564,41295,175782,76622,18761,10243,861778,642299,88984,2293,4951,23164,55251,2268,10940,2850,9549,14280,4949,35302,"DuPage County, Illinois",164,1726,267,71,190,259,842,597,484,1294,899,1102,1546,1560,1356,1977,5113,1308,3170,4543,3327,5578,3695,2491,1242,284,7870,4515,811,1260,3748,5743,1128,2162,1697,2221,3229,2002,914
"G1700890","2010",,,"Illinois","17","Kane County","089",,,,,,,,,,,,,,,,,"Kane County, Illinois",323863,1820,0,0,0,721,1985,1126,1338,10861,1802,4754,9972,6431,6223,6310,67640,10296,21500,46982,22117,64436,28182,4903,4464,476453,324450,123621,2193,2453,5855,6350,808,1638,1106,3207,2652,2120,28266,"Kane County, Illinois",748,682,267,267,267,570,956,663,649,1932,1140,1359,2330,1727,1606,1844,3930,1572,2500,3656,2677,4042,2407,999,1258,209,6002,4819,1799,811,1856,1609,613,972,1113,1383,1002,1236,916
"G1700910","2010",,,"Illinois","17","Kankakee County","091",,,,,,,,,,,,,,,,,"Kankakee County, Illinois",72949,1101,0,0,0,66,0,93,0,669,181,1541,1336,1720,2427,2222,23336,2845,6525,11419,5753,6872,3656,763,424,,,,,,,,,,,,,,21771,"Kankakee County, Illinois",505,508,267,267,267,108,267,98,267,343,220,571,538,471,750,571,1995,789,1180,1689,892,1258,910,374,275,,,,,,,,,,,,,,1076
"G1700930","2010",,,"Illinois","17","Kendall County","093",,,,,,,,,,,,,,,,,"Kendall County, Illinois",70865,360,0,0,0,0,0,56,82,920,62,302,360,956,1101,1595,17065,1606,5769,11981,4946,16623,6055,653,373,,,,,,,,,,,,,,29938,"Kendall County, Illinois",820,271,267,267,267,267,267,103,135,762,91,245,299,718,571,714,2053,604,1263,1949,1226,1955,1383,344,263,,,,,,,,,,,,,,1668
"G1700970","2010",,,"Illinois","17","Lake County","097",,,,,,,,,,,,,,,,,"Lake County, Illinois",449399,4784,56,0,378,994,657,1013,1761,8823,1265,4527,5186,6528,6212,6682,88799,10080,26213,62368,26377,112597,53622,13930,6547,657526,477420,111738,2722,3311,19970,12572,6974,6844,678,7010,5251,3036,34339,"Lake County, Illinois",324,1357,93,267,355,542,477,501,652,1731,626,1412,1277,1234,1194,1079,5622,1511,2720,3791,2891,4525,2951,1972,1286,162,5841,3540,772,957,3530,2765,2439,1780,557,2196,1667,1532,973
"G1700990","2010",,,"Illinois","17","LaSalle County","099",,,,,,,,,,,,,,,,,"LaSalle County, Illinois",77972,116,0,0,0,51,0,0,0,401,101,1418,355,1418,1834,1342,25707,3828,7965,12542,8312,8213,3337,703,329,,,,,,,,,,,,,,24156,"LaSalle County, Illinois",959,173,267,267,267,96,267,267,267,346,104,607,240,456,610,459,2226,1002,1326,1722,1558,1173,896,385,343,,,,,,,,,,,,,,1537
"G1701110","2010",,,"Illinois","17","McHenry County","111",,,,,,,,,,,,,,,,,"McHenry County, Illinois",201670,1283,75,0,22,49,58,362,666,1553,290,1090,2089,3671,2226,3143,50166,5113,18628,31881,16436,44836,14538,2628,867,289476,246165,26891,521,2496,6500,3598,0,504,0,1924,637,240,29277,"McHenry County, Illinois",765,560,123,267,35,86,83,394,490,635,276,463,1045,1024,649,908,3129,1215,1911,2663,1849,3163,1933,699,537,248,3327,1917,262,994,2082,1437,267,716,267,1106,452,336,743
"G1701130","2010",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,"McLean County, Illinois",102135,676,0,0,0,0,0,158,0,292,122,948,485,1268,845,1174,24558,2341,7465,14646,5849,27936,9487,2383,1502,159259,146350,4279,650,1084,46,1971,344,2125,217,13,2180,0,29332,"McLean County, Illinois",1348,369,267,267,267,267,267,151,267,253,123,351,365,439,411,520,2203,701,1351,1720,1130,2528,1392,954,550,3,1444,1166,484,735,77,991,312,916,278,22,1041,267,1863
"G1701150","2010",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,"Macon County, Illinois",75241,374,0,0,0,0,95,0,114,84,86,2536,810,2147,2459,1028,20725,3915,7547,12097,4568,10737,4219,771,929,,,,,,,,,,,,,,22688,"Macon County, Illinois",644,266,267,267,267,267,109,267,143,117,122,961,369,763,947,404,2056,811,1185,1841,1137,1259,861,345,484,,,,,,,,,,,,,,1359
"G1701190","2010",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,"Madison County, Illinois",180710,1158,0,0,0,0,43,83,200,500,343,4028,2080,2620,4816,1574,52856,10818,15375,28308,13688,26486,11693,2023,2018,252966,244571,4574,703,316,772,1262,0,151,0,74,480,63,25893,"Madison County, Illinois",913,495,267,267,267,267,68,130,185,308,255,914,664,617,1037,575,2983,1542,2053,2338,1696,2413,1566,699,582,556,1824,1084,502,242,614,724,267,240,267,131,330,105,1070
"G1701430","2010",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,"Peoria County, Illinois",122373,614,0,0,0,0,0,0,55,289,167,2009,1858,2122,3355,1624,31860,5021,8174,18565,10716,22873,9285,2192,1594,173698,161992,4854,785,342,92,2466,357,725,292,207,1028,558,27581,"Peoria County, Illinois",1069,349,267,267,267,267,267,267,91,215,123,541,858,714,1173,736,2432,1054,1537,1911,1495,1953,1337,599,454,34,1260,835,515,301,111,1017,441,683,306,235,573,489,1397
"G1701610","2010",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,"Rock Island County, Illinois",100075,699,0,0,0,63,303,0,353,439,643,1525,2120,1728,2248,2003,26360,5126,9488,15446,9709,14114,5878,1087,743,138393,123755,11353,329,279,401,994,40,0,0,220,692,330,24566,"Rock Island County, Illinois",734,461,267,267,267,102,275,267,285,317,392,567,714,690,679,612,1931,927,1179,1781,1306,1683,1082,440,455,70,1706,1518,231,225,347,670,68,267,267,381,578,388,1040
"G1701630","2010",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,"St. Clair County, Illinois",177206,1854,0,0,0,0,113,0,314,603,865,3021,1548,2907,6242,4130,41869,8737,14049,30685,17005,28192,12512,1906,654,251976,241054,5793,638,1122,525,637,473,175,233,345,740,241,23873,"St. Clair County, Illinois",445,713,267,267,267,267,142,267,284,506,533,767,773,665,1669,1077,2955,1531,1628,2831,2184,2920,1629,651,353,323,1850,1514,342,547,658,552,361,191,362,248,523,332,948
"G1701670","2010",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,"Sangamon County, Illinois",134880,536,0,0,0,0,148,0,0,336,245,1270,1873,2043,1791,947,34247,5518,10847,20713,11003,27265,10694,3717,1687,185504,176592,3293,257,752,321,2143,0,448,0,116,615,967,27881,"Sangamon County, Illinois",1086,476,267,267,267,267,145,267,267,288,314,536,870,774,642,389,2852,1111,1895,2417,1516,2376,1159,767,525,451,1956,1076,188,380,343,1403,267,505,267,157,390,723,1084
"G1701790","2010",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,"Tazewell County, Illinois",93377,242,0,0,0,0,0,0,215,56,201,950,943,2139,2137,1538,26109,5048,8280,13315,10508,16210,4471,508,507,,,,,,,,,,,,,,24693,"Tazewell County, Illinois",484,268,267,267,267,267,267,267,175,91,185,348,528,641,783,541,1832,1182,1323,1639,1438,2086,1056,260,364,,,,,,,,,,,,,,1097
"G1701830","2010",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,"Vermilion County, Illinois",55056,632,0,0,0,79,0,0,37,248,185,995,1173,2494,1408,1448,17207,5021,4088,8547,4067,4510,2238,326,353,,,,,,,,,,,,,,19294,"Vermilion County, Illinois",822,600,267,267,267,133,267,267,66,226,213,355,447,826,722,651,1873,1054,888,1127,869,978,633,200,271,,,,,,,,,,,,,,1303
"G1701970","2010",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,"Will County, Illinois",427006,2880,0,0,310,707,871,628,961,3936,763,3904,4944,6669,5568,7142,106081,14108,33250,70579,31853,85773,35160,7024,3895,629313,504012,74402,1885,1164,12720,17489,454,3645,230,5267,3175,4870,27557,"Will County, Illinois",834,1107,267,267,292,528,487,441,594,1258,423,1251,1300,1479,1203,1443,5543,2038,2431,4126,3021,4527,2738,1393,844,384,5426,3537,898,621,3181,2976,460,1433,313,1975,1297,2576,587
"G1701990","2010",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,"Williamson County, Illinois",45886,135,0,0,0,0,53,0,0,295,97,1245,820,862,1383,400,10213,3377,3606,8600,3172,6679,3568,678,703,,,,,,,,,,,,,,23096,"Williamson County, Illinois",436,142,267,267,267,267,89,267,267,237,106,585,570,399,565,270,1440,1022,694,1363,829,1228,859,375,418,,,,,,,,,,,,,,2598
"G1702010","2010",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,"Winnebago County, Illinois",195421,2023,0,0,0,409,605,117,817,1226,877,3334,3795,4739,7955,4704,53182,11794,17199,26463,15134,25626,11009,3344,1069,275572,241817,22538,599,1007,1601,2575,134,301,935,1800,1548,717,21943,"Winnebago County, Illinois",977,990,267,267,267,314,326,190,507,531,541,799,990,1051,1409,1084,3553,1566,1878,2284,1709,2066,1548,1034,488,294,2525,1972,400,533,961,1145,140,356,1127,1189,1425,412,816
"G1800030","2010",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,"Allen County, Indiana",226701,2348,0,0,189,0,0,460,629,910,399,4053,3274,5248,4213,2982,66194,7311,13715,34883,22054,38626,15069,2898,1246,329421,299854,13599,1363,4139,1650,1479,222,1187,284,781,3966,897,24163,"Allen County, Indiana",808,884,267,267,208,267,267,430,340,501,376,1147,946,1201,945,738,3314,1362,1455,2936,1981,2604,1937,630,486,97,3534,1834,765,2272,956,752,213,910,335,663,1363,594,933
"G1800050","2010",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,"Bartholomew County, Indiana",51660,167,0,0,0,116,92,76,53,680,185,543,1350,1254,1013,327,16028,2733,3615,7026,4025,7330,4034,576,437,,,,,,,,,,,,,,24635,"Bartholomew County, Indiana",404,194,267,267,267,159,105,129,90,713,192,296,647,603,459,288,2065,853,939,1219,1031,1321,944,311,223,,,,,,,,,,,,,,1861
"G1800190","2010",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,"Clark County, Indiana",75604,405,0,0,0,0,0,46,217,71,139,1952,1341,1519,2224,975,22581,3526,7048,12036,6569,10366,3509,559,521,,,,,,,,,,,,,,22632,"Clark County, Indiana",406,301,267,267,267,267,267,77,262,113,121,561,616,611,838,349,2050,800,1269,1577,1095,1472,784,320,307,,,,,,,,,,,,,,890
"G1800350","2010",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,"Delaware County, Indiana",71437,235,0,0,0,0,106,0,228,160,450,1544,1220,1842,2068,1063,21049,3777,4842,10797,5043,9039,5504,807,1663,111636,108117,1628,203,69,0,593,165,498,0,0,203,160,19789,"Delaware County, Indiana",680,201,267,267,267,267,144,267,297,161,319,613,492,728,693,524,2044,840,1087,1841,1126,1475,1142,458,590,525,1035,709,206,90,267,459,157,295,267,267,216,149,1109
"G1800390","2010",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,"Elkhart County, Indiana",123351,1342,70,0,38,0,296,0,788,791,913,4517,3864,3384,4269,3636,40223,6247,9191,16033,7218,13598,5507,983,443,,,,,,,,,,,,,,19497,"Elkhart County, Indiana",934,563,113,267,64,267,376,267,721,444,545,1121,987,828,1043,1044,2989,1420,1388,1985,1421,1904,1192,509,248,,,,,,,,,,,,,,1219
"G1800430","2010",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,"Floyd County, Indiana",50117,196,0,0,0,0,31,23,0,154,154,1445,556,1380,996,1022,15421,2174,2683,8531,3906,7844,3054,484,63,,,,,,,,,,,,,,24062,"Floyd County, Indiana",636,160,267,267,267,267,53,80,267,230,178,916,455,789,455,477,1521,730,760,1097,848,1085,870,395,109,,,,,,,,,,,,,,1588
"G1800530","2010",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,"Grant County, Indiana",45224,471,0,0,0,0,8,8,61,458,140,876,1100,2033,1984,681,17183,3848,2881,5112,2550,3218,2284,80,248,,,,,,,,,,,,,,17944,"Grant County, Indiana",565,371,267,267,267,267,15,16,77,286,134,357,519,741,642,370,1589,946,799,911,764,825,709,97,209,,,,,,,,,,,,,,1297
"G1800570","2010",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,"Hamilton County, Indiana",176339,411,0,0,73,0,65,0,36,380,74,352,577,1475,1104,1550,26269,3441,9094,25838,9986,62401,23097,6491,3625,255304,232641,7721,433,613,591,4204,286,4313,118,334,2910,1140,36401,"Hamilton County, Indiana",931,334,267,267,119,267,111,267,60,427,117,263,485,689,661,710,2493,950,1611,3050,1483,3181,2784,1287,836,347,2477,1304,271,352,631,1580,342,1696,190,425,1167,812,1393
"G1800590","2010",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,"Hancock County, Indiana",46721,84,0,0,0,0,0,0,0,110,0,660,698,896,1138,678,16859,2588,2507,5610,4160,7325,2978,45,385,,,,,,,,,,,,,,27330,"Hancock County, Indiana",599,108,267,267,267,267,267,267,267,169,267,426,506,449,530,481,2130,739,801,1218,969,1433,880,77,325,,,,,,,,,,,,,,2534
